-19 -0.0386142 -0.0381707 -0.0390441 -0.0386004 -0.0388345 -0.0378181 -0.0384406 -0.039313 -0.0382468 -0.0387188 -0.0388138 -0.0397359 -0.0392511 -0.038041 -0.0396834 -0.0386177 -0.0388843 -0.0381817 -0.039004 -0.0382884 -0.0387971 -0.0381232 -0.0383583 -0.0382163 -0.0381374 -0.0382395 -0.0383638 -0.0388775 -0.0381537 -0.0383037 -0.0383808 -0.0386205 -0.0387474 -0.0391738 -0.0384605 -0.0384578 -0.0376786 -0.0389538 -0.0382975 -0.0379634 -0.03847 -0.0387207 -0.0391789 -0.0395903 -0.0373602 -0.0390219 -0.038109 -0.0389597 -0.0383485 -0.0385794 -0.0383394 -0.0380066 -0.0392492 -0.0387617 -0.0385645 -0.0382111 -0.038049 -0.0388048 -0.0387409 -0.0379937 -0.0382782 -0.0391625 -0.0387578 -0.0388765 -0.0386635 -0.0394493 -0.0382197 -0.0380214 -0.0382507 -0.0383965 -0.0390729 -0.0394188 -0.0382808 -0.0385261 -0.0385526 -0.0390949 -0.038251 -0.0388246 -0.0386845 -0.039729 -0.0384944 -0.0391434 -0.0389361 -0.038268 -0.0386922 -0.0383912 -0.0382699 -0.039455 -0.0382083 -0.0389735 -0.0386311 -0.0387896 -0.0394287 -0.0385637 -0.0388571 -0.0384126 -0.038824 -0.0379402 -0.0386689 -0.0389467 -0.0379643
-17 -0.0349991 -0.0345502 -0.0350206 -0.0348117 -0.03449 -0.0344635 -0.0342457 -0.0361216 -0.034407 -0.0352884 -0.0351507 -0.0352094 -0.0345673 -0.0362161 -0.0345107 -0.0345613 -0.0350472 -0.0353888 -0.0344667 -0.0350298 -0.0350302 -0.035081 -0.0348568 -0.0352853 -0.0351912 -0.0356596 -0.0352096 -0.0344305 -0.0337789 -0.0345672 -0.0356677 -0.0352856 -0.0354109 -0.0345743 -0.0356265 -0.0359089 -0.0346258 -0.03538 -0.0355038 -0.0347601 -0.0350138 -0.0341264 -0.0352728 -0.0350325 -0.0342971 -0.0346601 -0.0348592 -0.0347828 -0.0352063 -0.0350749 -0.0340694 -0.035366 -0.0352382 -0.0349514 -0.0352766 -0.0351474 -0.0352613 -0.0349314 -0.0351259 -0.0349251 -0.0353048 -0.0350511 -0.0354212 -0.0345271 -0.0351115 -0.0356497 -0.0350789 -0.0347364 -0.0348254 -0.0344725 -0.0353909 -0.0351924 -0.0344043 -0.0350084 -0.035305 -0.0353294 -0.0346545 -0.0352936 -0.0349189 -0.0350776 -0.0347865 -0.0354055 -0.0350385 -0.0344611 -0.0346064 -0.0352293 -0.0354543 -0.0347166 -0.035543 -0.0360662 -0.0338908 -0.0352691 -0.0348992 -0.0342397 -0.03536 -0.0359622 -0.0349928 -0.0345319 -0.0352216 -0.0347912 -0.0346937
-15 -0.0286875 -0.0287225 -0.0289269 -0.0284009 -0.0287343 -0.0292698 -0.0290683 -0.0291122 -0.027954 -0.028831 -0.0284147 -0.0286915 -0.028893 -0.0285432 -0.0281567 -0.0280683 -0.0286448 -0.0282534 -0.0288691 -0.0286815 -0.0287172 -0.0284737 -0.0285485 -0.028203 -0.0291283 -0.0285976 -0.0288802 -0.0277052 -0.0285325 -0.0286363 -0.0286087 -0.0289474 -0.0283634 -0.0281546 -0.0276431 -0.0286284 -0.0282141 -0.0286588 -0.0291669 -0.0288591 -0.0293863 -0.0279176 -0.0284076 -0.0290481 -0.0287367 -0.028985 -0.0293688 -0.0286014 -0.0285043 -0.0288476 -0.0284758 -0.0279927 -0.0284411 -0.0287063 -0.0277672 -0.0286679 -0.0282972 -0.0289595 -0.0285989 -0.0285058 -0.0296042 -0.0281282 -0.028958 -0.0297074 -0.0287043 -0.028675 -0.0290878 -0.0280917 -0.0278683 -0.0286722 -0.0291269 -0.0290747 -0.0284812 -0.0286228 -0.0291426 -0.0290782 -0.0285487 -0.0287961 -0.0286121 -0.0292747 -0.0285201 -0.0282105 -0.0289045 -0.0291353 -0.02916 -0.0283879 -0.0288453 -0.0285669 -0.029781 -0.0292638 -0.0286347 -0.0289928 -0.0289021 -0.0286934 -0.0287274 -0.0291491 -0.02856 -0.0287581 -0.028882 -0.0282073 -0.029089
-13 -0.0304492 -0.0318828 -0.0311754 -0.0308894 -0.0302679 -0.0303252 -0.0308135 -0.0301914 -0.0301518 -0.0305788 -0.0301676 -0.03018 -0.0306415 -0.0302781 -0.031161 -0.0308177 -0.0303212 -0.0303498 -0.0298263 -0.0301522 -0.031278 -0.0303063 -0.0307725 -0.0301676 -0.0308481 -0.0309459 -0.0302308 -0.0311991 -0.0303008 -0.0298198 -0.0304127 -0.030872 -0.0292472 -0.0303805 -0.0305884 -0.0299754 -0.0300816 -0.0298414 -0.0307851 -0.0303447 -0.0308532 -0.03064 -0.0302397 -0.0304673 -0.0301154 -0.0312151 -0.0303775 -0.0304599 -0.0306772 -0.0299661 -0.0309768 -0.0304848 -0.0300651 -0.030728 -0.0309078 -0.0304638 -0.0301392 -0.0300879 -0.0314117 -0.0308875 -0.0308055 -0.0305195 -0.0303698 -0.0303622 -0.0309946 -0.0307927 -0.0301474 -0.0303651 -0.0300273 -0.0304986 -0.0306316 -0.0303268 -0.0303023 -0.0310071 -0.0302593 -0.0303956 -0.0296879 -0.029028 -0.0302682 -0.0305595 -0.0301351 -0.0301319 -0.0306331 -0.0304511 -0.0301 -0.0304528 -0.0304879 -0.0304598 -0.030065 -0.0299519 -0.0311044 -0.0298426 -0.0304569 -0.0301334 -0.0301084 -0.030388 -0.0306778 -0.0305315 -0.0305154 -0.0308502 -0.0303615
-11 -0.0242732 -0.024989 -0.0243618 -0.0250973 -0.0239134 -0.0246098 -0.0249518 -0.0246389 -0.0238892 -0.0247338 -0.0246519 -0.0241197 -0.0243906 -0.0241911 -0.0249883 -0.0248231 -0.02313 -0.0244732 -0.0240244 -0.0240677 -0.0239863 -0.0249536 -0.0235474 -0.0243795 -0.0242009 -0.0239454 -0.0243753 -0.0246919 -0.0249165 -0.0250396 -0.0236733 -0.0249682 -0.0240849 -0.0245335 -0.0245876 -0.0242729 -0.0239098 -0.024278 -0.0246566 -0.0244721 -0.0236871 -0.0244457 -0.0232385 -0.024566 -0.0238079 -0.0240402 -0.0245763 -0.0237728 -0.0249989 -0.0247095 -0.0242815 -0.0238337 -0.0238705 -0.0235545 -0.0240165 -0.0245658 -0.0244922 -0.0241044 -0.0240458 -0.024214 -0.0239781 -0.0242334 -0.023634 -0.0245537 -0.0238683 -0.0239636 -0.0237108 -0.0241924 -0.0240003 -0.0238097 -0.0239067 -0.0238348 -0.0242998 -0.0237363 -0.0247032 -0.0233328 -0.0246135 -0.0243997 -0.0244786 -0.0242646 -0.0239948 -0.0245851 -0.0241156 -0.0242225 -0.025022 -0.0244147 -0.0238718 -0.024449 -0.0241799 -0.0252439 -0.0242963 -0.0241049 -0.0248125 -0.0237784 -0.0242587 -0.0247137 -0.024476 -0.0235443 -0.0247933 -0.0240527 -0.0245368
-9 -0.0250106 -0.0247711 -0.0242306 -0.0256093 -0.0251858 -0.0258767 -0.0253458 -0.0253057 -0.0246096 -0.025179 -0.024875 -0.0249902 -0.0250987 -0.0253107 -0.0248397 -0.0249805 -0.0249834 -0.0245922 -0.0239818 -0.0242218 -0.0251175 -0.0247259 -0.0244219 -0.0252747 -0.0263681 -0.0252889 -0.026116 -0.0254717 -0.0253341 -0.0242288 -0.0250442 -0.0252221 -0.0248323 -0.0246644 -0.0246283 -0.0256518 -0.0248242 -0.0258791 -0.0252283 -0.0253989 -0.02528 -0.0248001 -0.0251934 -0.0243967 -0.024693 -0.0247849 -0.0258641 -0.0250842 -0.0248131 -0.0249556 -0.0251113 -0.0249263 -0.0253782 -0.0251624 -0.0252428 -0.0254309 -0.0252094 -0.0253031 -0.0244537 -0.0244711 -0.0246132 -0.0251959 -0.0239863 -0.0247954 -0.0247123 -0.0251476 -0.0240858 -0.0248454 -0.0252399 -0.0250843 -0.0253203 -0.0251649 -0.0245126 -0.0254989 -0.0252556 -0.0254696 -0.0249989 -0.0252849 -0.0249116 -0.025202 -0.0243687 -0.0254619 -0.0250686 -0.0248912 -0.0249834 -0.0258202 -0.0247393 -0.024567 -0.02435 -0.0247676 -0.0249594 -0.0248637 -0.0248375 -0.02489 -0.0251806 -0.0251818 -0.0254721 -0.0247023 -0.0251978 -0.0245214 -0.0246448
-7 -0.0187722 -0.019149 -0.0182519 -0.018333 -0.0191135 -0.018813 -0.0186387 -0.0195686 -0.0179004 -0.0188004 -0.0188335 -0.0182896 -0.0185042 -0.0183016 -0.0194363 -0.0192402 -0.0173742 -0.0186476 -0.0190855 -0.0191156 -0.018716 -0.0195568 -0.0190738 -0.0177906 -0.0194366 -0.0189672 -0.0188782 -0.0193944 -0.018571 -0.0186766 -0.0187076 -0.018537 -0.0176072 -0.0186928 -0.0186755 -0.0189826 -0.019295 -0.0191256 -0.0189033 -0.0194534 -0.0189722 -0.0187655 -0.0192957 -0.0189568 -0.0179935 -0.0180595 -0.0188573 -0.0186537 -0.0188331 -0.0188729 -0.0188356 -0.0189615 -0.0188796 -0.0193185 -0.018561 -0.0186876 -0.0191073 -0.0182293 -0.018763 -0.0187424 -0.0180103 -0.0183988 -0.0196369 -0.0181026 -0.0187726 -0.0189272 -0.0188393 -0.0185034 -0.0187799 -0.0189983 -0.0196324 -0.0188638 -0.0191906 -0.0186334 -0.0192372 -0.0194688 -0.0186893 -0.0186344 -0.0181794 -0.0181516 -0.0195106 -0.0195282 -0.0182583 -0.018416 -0.0191716 -0.018463 -0.0178354 -0.0181802 -0.0181896 -0.0193901 -0.019454 -0.0185422 -0.0188354 -0.0191404 -0.019646 -0.0179152 -0.018229 -0.0189963 -0.018375 -0.0184116 -0.0192993
-5 -0.0136844 -0.0138015 -0.0139697 -0.0131743 -0.0145121 -0.0133042 -0.0132534 -0.0134501 -0.0138435 -0.0138412 -0.0138576 -0.0139186 -0.0137363 -0.0136859 -0.013977 -0.0137243 -0.0131081 -0.0132027 -0.0141463 -0.0131515 -0.0139668 -0.0141858 -0.0134259 -0.013236 -0.0127845 -0.012917 -0.0134176 -0.0133861 -0.014568 -0.0136966 -0.013838 -0.0141707 -0.0136452 -0.0136013 -0.0134576 -0.0133991 -0.0143604 -0.0133113 -0.0133937 -0.0139814 -0.013098 -0.0131833 -0.013786 -0.0126751 -0.0131446 -0.0132228 -0.0139413 -0.0137771 -0.0137946 -0.0144845 -0.0143234 -0.0144611 -0.0138799 -0.0131459 -0.0145188 -0.0126443 -0.0140042 -0.0142091 -0.0136782 -0.0135757 -0.0143299 -0.0144403 -0.0135716 -0.0135565 -0.0135425 -0.0141248 -0.0138043 -0.0147113 -0.0134328 -0.0131727 -0.0137536 -0.0136392 -0.0137068 -0.0148922 -0.0134162 -0.0137883 -0.012798 -0.0144514 -0.0137662 -0.0143019 -0.0129433 -0.0141347 -0.0131155 -0.0142911 -0.0125809 -0.0137672 -0.0139003 -0.0136473 -0.0130663 -0.0137899 -0.0129724 -0.0136792 -0.0143799 -0.0132525 -0.0146992 -0.0137667 -0.0137412 -0.0141002 -0.0136582 -0.0126979 -0.0131025
-3 -0.00223739 -0.0028515 -0.00159052 -0.00241678 -0.00163678 -0.00225046 -0.00145756 -0.002373 -0.00261509 -0.00271568 -0.00260168 -0.00199184 -0.00233145 -0.00219096 -0.00240401 -0.00209184 -0.0021777 -0.00273897 -0.00141659 -0.00221628 -0.00224757 -0.00248875 -0.00226731 -0.00165312 -0.0024718 -0.00206739 -0.00260725 -0.00223619 -0.00297329 -0.00215111 -0.00263782 -0.00274352 -0.0018553 -0.00201529 -0.00158714 -0.00202303 -0.00252901 -0.00275983 -0.00251481 -0.00310639 -0.00222976 -0.00219094 -0.00218243 -0.00186091 -0.00179089 -0.00217387 -0.00267494 -0.00191802 -0.00252266 -0.00244657 -0.00259303 -0.00193996 -0.00315401 -0.00206807 -0.00292473 -0.00156139 -0.00208454 -0.00209379 -0.00229089 -0.00171072 -0.0030539 -0.00269458 -0.00249899 -0.00271537 -0.00238918 -0.00178438 -0.00217013 -0.00234307 -0.00209593 -0.00160647 -0.00182285 -0.00235659 -0.00161151 -0.00144023 -0.00147817 -0.00266244 -0.00165751 -0.00280609 -0.00215471 -0.00266594 -0.00171548 -0.00272499 -0.00233485 -0.00258378 -0.00215054 -0.00239756 -0.00227572 -0.00276996 -0.00171887 -0.00172019 -0.00272481 -0.00275522 -0.00150627 -0.00176963 -0.00287765 -0.00172102 -0.00212946 -0.00201112 -0.00233125 -0.0024896 -0.00160669
-1 0.000369888 2.78882e-05 -0.000216779 0.00116279 0.00040965 0.00105227 0.000104413 0.000679062 -0.000422105 0.000663475 0.00056956 -0.000309205 0.000429522 0.000635404 0.000627504 0.000713761 0.000114322 0.00045664 0.000260894 -0.000472347 -8.63502e-05 7.23302e-05 0.000265219 0.00105271 -0.00036464 0.000898759 0.00019221 0.000591573 0.000710714 0.00106202 0.000551919 0.000468806 -0.000212524 -0.000188085 0.000249077 0.000962724 0.000629928 -0.000158338 0.000332332 -5.13491e-05 0.000352969 -5.47234e-05 0.000281647 0.000441542 0.000897901 -0.000169024 0.00107072 0.000247846 0.000898851 0.000432392 0.000319536 0.000998605 0.000600829 7.55339e-05 0.000538487 0.00101735 -0.000573806 0.00107359 -0.000315884 0.00112382 0.000516901 0.000391384 0.0007002 0.000536673 0.000727917 0.000197389 0.000455149 0.00113089 0.000261495 0.00112002 0.000680608 -0.000367535 0.000667363 -0.000435637 0.000893563 0.000297609 0.000334497 8.6033e-05 0.000725126 0.000383704 -0.00049709 -0.000127773 0.000235603 0.000621165 0.000733716 -0.000231344 -9.85606e-05 0.00117836 0.000987919 -0.000406107 -0.000267716 -0.000423388 0.000516511 0.000568305 0.000894625 -0.000420778 0.000703645 0.000297826 -0.000479431 0.000659671 0.000516394
