-14 -0.0593498 -0.0592998 -0.0595229 -0.0583638 -0.0604278 -0.0598844 -0.0591207 -0.0589535 -0.0589554 -0.0588422 -0.0593541 -0.0587541 -0.0590903 -0.0594666 -0.0599762 -0.0586631 -0.0593362 -0.059827 -0.0595881 -0.0589258 -0.0591616 -0.059742 -0.0589928 -0.0600228 -0.0598929 -0.0601703 -0.0583386 -0.0586155 -0.0591187 -0.0588795 -0.0597332 -0.0598567 -0.0591257 -0.0595292 -0.0597074 -0.0592787 -0.0589605 -0.0598676 -0.0592034 -0.0603896 -0.0595677 -0.0591764 -0.059484 -0.0606362 -0.0593555 -0.0595771 -0.0584565 -0.0593294 -0.0587258 -0.0585632 -0.0585605 -0.0593817 -0.0585139 -0.0594492 -0.0596587 -0.0598883 -0.0599288 -0.0601407 -0.0592364 -0.0592495 -0.0597609 -0.0592798 -0.0592507 -0.0598313 -0.0590685 -0.0587563 -0.0588324 -0.0590652 -0.0603151 -0.0592309 -0.0589724 -0.0592275 -0.0593579 -0.0590451 -0.0584827 -0.0596565 -0.0594519 -0.0592537 -0.059514 -0.0597389 -0.0591931 -0.0590527 -0.0594421 -0.0596967 -0.0591596 -0.0594795 -0.0595253 -0.0597635 -0.0581943 -0.0589793 -0.0596768 -0.0599188 -0.0596682 -0.0595789 -0.0594262 -0.0596229 -0.0593448 -0.0593426 -0.0596139 -0.0592885 -0.0591012
-12 -0.0576519 -0.0570362 -0.0581342 -0.0578494 -0.0571532 -0.0570007 -0.0571719 -0.0573707 -0.0579276 -0.058499 -0.058139 -0.0576321 -0.0576932 -0.0585772 -0.0576701 -0.0575169 -0.0573902 -0.0581144 -0.0573316 -0.0581608 -0.0575571 -0.0578827 -0.0571056 -0.0580035 -0.0574129 -0.0578841 -0.0579974 -0.057558 -0.0572978 -0.0580987 -0.0572448 -0.0584426 -0.0580739 -0.057825 -0.0583109 -0.057661 -0.0580352 -0.0581844 -0.0571995 -0.057769 -0.0571442 -0.0571675 -0.0569169 -0.057718 -0.0573935 -0.0581215 -0.0573798 -0.057863 -0.0582699 -0.0575756 -0.0575439 -0.0578117 -0.0575688 -0.0572422 -0.0569332 -0.0579312 -0.0576237 -0.0577515 -0.0578346 -0.0574174 -0.0581217 -0.0580919 -0.0572463 -0.0573092 -0.0578816 -0.0583797 -0.0568337 -0.0573906 -0.0579367 -0.0570893 -0.0575962 -0.0568871 -0.0577716 -0.0574278 -0.0577798 -0.0569678 -0.0575406 -0.0577825 -0.057264 -0.057895 -0.057392 -0.0582437 -0.0582289 -0.0573648 -0.0566449 -0.0581484 -0.056645 -0.0582127 -0.0578162 -0.0578693 -0.0575101 -0.0576324 -0.0581831 -0.0575874 -0.0569611 -0.057324 -0.0576871 -0.0576786 -0.0577614 -0.0578941 -0.0580945
-10 -0.0487752 -0.0496616 -0.0493043 -0.0493692 -0.0487211 -0.0488852 -0.0488668 -0.0488999 -0.0477843 -0.0486989 -0.048353 -0.0486935 -0.0488489 -0.0485168 -0.0489747 -0.0496715 -0.0493085 -0.0490629 -0.0491567 -0.0493367 -0.0487203 -0.0491561 -0.0486957 -0.0490548 -0.0493153 -0.0484858 -0.0481746 -0.0491283 -0.0492368 -0.0484507 -0.0483812 -0.0484081 -0.04863 -0.0490298 -0.0483436 -0.0487113 -0.0487285 -0.0488418 -0.0489715 -0.0485095 -0.0495184 -0.0491445 -0.0486377 -0.0483453 -0.048592 -0.0484879 -0.0481537 -0.0484358 -0.0486003 -0.0481703 -0.049058 -0.0483362 -0.048758 -0.0488008 -0.0490185 -0.0491405 -0.0492711 -0.0489793 -0.0493439 -0.048392 -0.0485266 -0.0486905 -0.0485929 -0.0490147 -0.0485707 -0.0487868 -0.0481049 -0.0490034 -0.048229 -0.0486278 -0.0488981 -0.0492253 -0.0493084 -0.0483628 -0.0483354 -0.0492045 -0.0489323 -0.0489391 -0.0481093 -0.0482095 -0.047174 -0.0493012 -0.0494888 -0.0491392 -0.0487816 -0.0484747 -0.048518 -0.0482381 -0.0485398 -0.0490257 -0.0488511 -0.049275 -0.0489941 -0.0482974 -0.0488185 -0.0488067 -0.0491788 -0.0492122 -0.0484597 -0.0483927 -0.048611
-8 -0.0493302 -0.0500473 -0.0499538 -0.0497156 -0.0486634 -0.0484378 -0.049395 -0.0496142 -0.0495057 -0.0494804 -0.0486321 -0.0493725 -0.0494528 -0.0491726 -0.0502038 -0.0492391 -0.049117 -0.0485728 -0.0495947 -0.0491324 -0.0488573 -0.0495867 -0.0495795 -0.0497812 -0.0493285 -0.0492684 -0.0488232 -0.0494433 -0.0493387 -0.0496778 -0.0483577 -0.0489437 -0.0493943 -0.0494792 -0.0504016 -0.0492412 -0.0494949 -0.0488675 -0.0494279 -0.0497588 -0.0495267 -0.0492186 -0.04979 -0.0490334 -0.049345 -0.0500597 -0.0494263 -0.0501983 -0.0498232 -0.0496349 -0.048812 -0.0497243 -0.0491407 -0.0485058 -0.049336 -0.049142 -0.0498675 -0.0494982 -0.0497618 -0.049659 -0.049376 -0.0494591 -0.0490531 -0.0496036 -0.0489256 -0.049389 -0.0497258 -0.0489835 -0.0502242 -0.0497866 -0.0493056 -0.0498119 -0.0491818 -0.0488288 -0.0493293 -0.0486265 -0.0492522 -0.0496153 -0.0492657 -0.0503478 -0.0490453 -0.0490613 -0.0492361 -0.049048 -0.0486919 -0.048772 -0.0491628 -0.0492309 -0.0490247 -0.0498128 -0.049279 -0.0488902 -0.0487561 -0.0488032 -0.0491515 -0.0493351 -0.0495076 -0.049418 -0.0491229 -0.0487391 -0.0489871
-6 -0.0495624 -0.0497299 -0.0495703 -0.0501534 -0.0500427 -0.0496448 -0.0504563 -0.0503065 -0.0495174 -0.0493178 -0.0492154 -0.0492355 -0.0497742 -0.0491517 -0.0495968 -0.0498732 -0.0498787 -0.0489157 -0.0494003 -0.0490343 -0.0495658 -0.0502163 -0.0494528 -0.049423 -0.0492137 -0.0495061 -0.0502694 -0.0492933 -0.0496328 -0.0489452 -0.0496822 -0.0494844 -0.0496178 -0.0492455 -0.0495578 -0.0491622 -0.0498631 -0.0494432 -0.0505949 -0.0491921 -0.0491937 -0.0492776 -0.0487576 -0.049328 -0.0497807 -0.0494684 -0.0484171 -0.0497858 -0.0489057 -0.0492147 -0.049139 -0.0498299 -0.0504004 -0.0490677 -0.050123 -0.0493677 -0.0495696 -0.0495469 -0.049903 -0.0492736 -0.0497284 -0.0497318 -0.0497435 -0.0492785 -0.0501457 -0.0498394 -0.0496569 -0.0492809 -0.0492626 -0.0493149 -0.0495362 -0.0493579 -0.0490815 -0.0503488 -0.0496357 -0.0493736 -0.0495094 -0.0493316 -0.0498357 -0.0502865 -0.0494612 -0.0491817 -0.0492729 -0.0501166 -0.0497136 -0.050335 -0.0493518 -0.0494883 -0.0489065 -0.0494763 -0.0494526 -0.0499729 -0.0491461 -0.0497763 -0.0494073 -0.0495958 -0.0498686 -0.0503533 -0.0497443 -0.0492099 -0.0496004
-4 -0.0418449 -0.0419526 -0.0414614 -0.0413127 -0.0424182 -0.0425874 -0.0419201 -0.04146 -0.04201 -0.0415321 -0.0412072 -0.041201 -0.0409757 -0.0421187 -0.0421154 -0.0415967 -0.041745 -0.0423871 -0.0424773 -0.0416281 -0.0418462 -0.0417194 -0.0412293 -0.0419275 -0.042571 -0.041533 -0.0417622 -0.0426689 -0.0418012 -0.0420003 -0.0413264 -0.0413305 -0.0425642 -0.0413263 -0.0424763 -0.0414722 -0.0417459 -0.0418683 -0.0429708 -0.0414484 -0.0412306 -0.0410842 -0.0417486 -0.0416352 -0.041822 -0.0414523 -0.0419757 -0.0418261 -0.0416767 -0.0419727 -0.0418773 -0.0418255 -0.0415906 -0.0420234 -0.041801 -0.0412509 -0.0415428 -0.0411359 -0.0416862 -0.0417412 -0.0416292 -0.0419082 -0.0419972 -0.0423244 -0.0415944 -0.0415081 -0.0422921 -0.0419211 -0.0420208 -0.0420831 -0.0415408 -0.0420044 -0.0418487 -0.0423302 -0.041302 -0.0420117 -0.0414555 -0.0415702 -0.0409863 -0.0428125 -0.0417057 -0.0421378 -0.0422397 -0.0422022 -0.0416868 -0.042039 -0.0416049 -0.0424408 -0.0423026 -0.0425291 -0.0424161 -0.041814 -0.0422776 -0.0414874 -0.0422677 -0.0420442 -0.0417172 -0.0423384 -0.0423217 -0.0413626 -0.0418245
-2 -0.0391506 -0.0392509 -0.0392162 -0.0386837 -0.0396939 -0.0395465 -0.0385228 -0.0395061 -0.0396293 -0.0390773 -0.0395725 -0.0394492 -0.0394422 -0.0399624 -0.0390665 -0.0389397 -0.0391717 -0.0394278 -0.0395305 -0.0392474 -0.0390779 -0.0383928 -0.0392201 -0.039744 -0.0400629 -0.0384476 -0.0390002 -0.0386301 -0.0388352 -0.0392666 -0.0383236 -0.0391858 -0.0388697 -0.039564 -0.0391362 -0.0386719 -0.0395872 -0.0390702 -0.0396513 -0.0393146 -0.0388036 -0.0394465 -0.0393102 -0.0397999 -0.0393902 -0.0383473 -0.0379513 -0.0388727 -0.0390583 -0.0390581 -0.0386054 -0.0393305 -0.0390523 -0.039515 -0.0389472 -0.0390813 -0.0387638 -0.0395678 -0.0391474 -0.0387884 -0.0395902 -0.0385702 -0.0384824 -0.0395076 -0.0391837 -0.0398032 -0.0378537 -0.0391354 -0.0394197 -0.0399669 -0.0392583 -0.039304 -0.039285 -0.0398275 -0.0385939 -0.0394598 -0.0392222 -0.0381956 -0.0392681 -0.0395949 -0.0386667 -0.0383706 -0.039304 -0.0393457 -0.0398916 -0.0390197 -0.0385116 -0.0384408 -0.0388562 -0.0394943 -0.0395705 -0.0390085 -0.0386951 -0.0387335 -0.0387422 -0.0403909 -0.0384345 -0.0390299 -0.0396788 -0.0396729 -0.0398579
2.13163e-14 -0.0283394 -0.0291658 -0.0289441 -0.028742 -0.0282664 -0.0279495 -0.0289655 -0.0277548 -0.0283234 -0.0290142 -0.0278748 -0.0282431 -0.028058 -0.0279496 -0.0285461 -0.0278976 -0.0282787 -0.0279924 -0.0276572 -0.0284813 -0.0284773 -0.0282932 -0.0277142 -0.0284781 -0.0290423 -0.0287864 -0.0287758 -0.0283099 -0.0282282 -0.0283176 -0.0278791 -0.0280235 -0.0287423 -0.0283194 -0.027184 -0.0284972 -0.0279888 -0.0279815 -0.028555 -0.0285661 -0.0280716 -0.0283418 -0.0279121 -0.0284348 -0.0287502 -0.0284449 -0.0288104 -0.0285038 -0.027763 -0.0283062 -0.028607 -0.028549 -0.0290545 -0.0289063 -0.0285886 -0.0279282 -0.028346 -0.0273922 -0.0286596 -0.0287318 -0.0280724 -0.0277921 -0.0282442 -0.0279105 -0.0282637 -0.0284291 -0.028557 -0.0279401 -0.0278816 -0.0285324 -0.0285436 -0.0280882 -0.0281568 -0.0287549 -0.0290448 -0.0283659 -0.0275939 -0.0284326 -0.0283407 -0.0283474 -0.0280977 -0.0287241 -0.0281183 -0.0284732 -0.0281595 -0.0287737 -0.0279143 -0.0285419 -0.0282463 -0.0282353 -0.0294619 -0.0278317 -0.0285594 -0.028619 -0.028357 -0.0280453 -0.0278206 -0.028244 -0.0286363 -0.0283757 -0.0290425
2 -0.018794 -0.0182052 -0.0190187 -0.019127 -0.0180539 -0.0180447 -0.0180849 -0.0191655 -0.0188434 -0.0186679 -0.0183253 -0.0192865 -0.0193459 -0.0188804 -0.0187771 -0.0188177 -0.0193264 -0.0180893 -0.0189985 -0.0186896 -0.0184857 -0.0185949 -0.0194714 -0.0184796 -0.0188501 -0.0189046 -0.0190429 -0.0189257 -0.0188736 -0.0189848 -0.0186655 -0.0188914 -0.0184329 -0.0183666 -0.0188203 -0.0186563 -0.0186412 -0.0192223 -0.0190476 -0.0188973 -0.0189757 -0.0187 -0.0188935 -0.0191088 -0.0183875 -0.0187537 -0.0194357 -0.0185054 -0.0185468 -0.018797 -0.0183251 -0.0191627 -0.0185476 -0.0189778 -0.0187236 -0.0198916 -0.0192504 -0.0183778 -0.0180205 -0.0191975 -0.019233 -0.018112 -0.0184429 -0.0194656 -0.0184648 -0.0174894 -0.0189406 -0.0189208 -0.0188462 -0.0191221 -0.0179467 -0.019024 -0.0184262 -0.0183835 -0.0191991 -0.018924 -0.0187137 -0.0187338 -0.0181783 -0.0190225 -0.0182009 -0.0199103 -0.0185634 -0.0188517 -0.0194828 -0.0188847 -0.0185367 -0.0189937 -0.0189273 -0.0189521 -0.018896 -0.0193525 -0.0191018 -0.0184217 -0.0189575 -0.019104 -0.0178918 -0.0191078 -0.0188115 -0.0188534 -0.0194327
4 -0.0316228 -0.0309353 -0.0316732 -0.0311342 -0.0319118 -0.0314558 -0.0312279 -0.031658 -0.0318388 -0.0316966 -0.0319278 -0.0325505 -0.0316812 -0.0312726 -0.0322157 -0.0309366 -0.0312527 -0.0316023 -0.0314771 -0.0314986 -0.0313229 -0.0318591 -0.0311202 -0.0320761 -0.032364 -0.0322915 -0.0318152 -0.030575 -0.0310054 -0.0314173 -0.0310437 -0.0316508 -0.0308048 -0.0324203 -0.0321754 -0.0315987 -0.031986 -0.0314195 -0.0316346 -0.0319156 -0.0315114 -0.0324124 -0.031804 -0.031145 -0.0312481 -0.0312382 -0.0309102 -0.0312176 -0.0311385 -0.0319648 -0.0321445 -0.0318776 -0.0309776 -0.0312015 -0.0318035 -0.0313726 -0.030631 -0.0319946 -0.0314966 -0.0314318 -0.0320013 -0.0318003 -0.0315665 -0.0320355 -0.0324517 -0.0311768 -0.0321088 -0.0316429 -0.031648 -0.0317333 -0.0320032 -0.0319082 -0.0325584 -0.0311992 -0.0309618 -0.0317415 -0.0312751 -0.0313256 -0.0321295 -0.0314713 -0.0316947 -0.0320205 -0.0311273 -0.0322373 -0.0320302 -0.0318157 -0.0310369 -0.0314829 -0.0316533 -0.0313011 -0.0314367 -0.0327702 -0.031959 -0.0320361 -0.0317935 -0.0316553 -0.0318906 -0.0314789 -0.0316962 -0.031287 -0.0311785
